CALDERA,CALDERA,CALDERA
SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto,SIS2_EQ1_EQ_Caldera-Biomasa-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets)
 0.00 , 1340.25 , 905.14 
 0.00 , 1062.09 , 715.15 
 0.00 , 1118.08 , 753.31 
 0.00 , 1204.36 , 812.18 
 0.00 , 1302.93 , 879.59 
 0.00 , 1457.34 , 985.46 
 0.00 , 1485.18 , 1004.58 
 0.00 , 1246.26 , 840.82 
 0.00 , 1282.70 , 865.74 
 0.00 , 1328.33 , 896.97 
 0.00 , 1377.39 , 930.59 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 57.22 , 38.12 
 0.00 , 886.16 , 595.57 
 0.00 , 1081.87 , 728.62 
 0.00 , 1210.31 , 816.25 
2743.68 , 6235.08 , 7031.62 
 0.00 , 3018.95 , 2076.22 
 0.00 , 1478.65 , 1000.09 
 0.00 , 571.49 , 382.80 
 0.00 , 644.59 , 432.10 
 0.00 , 87.16 , 58.09 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 1114.86 , 751.11 
 0.00 , 1126.78 , 759.24 
 0.00 , 1282.05 , 865.29 
2645.49 , 1376.67 , 3391.90 
 0.00 , 1467.34 , 992.33 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 990.86 , 666.68 
 0.00 , 1197.70 , 807.64 
 0.00 , 1393.66 , 941.75 
 0.00 , 1525.43 , 1032.25 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3366.73 , 2324.22 
 0.00 , 1611.17 , 1091.28 
 0.00 , 368.04 , 246.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
2544.93 ,  0.00 , 2366.78 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 1377.97 , 930.99 
 0.00 , 1444.01 , 976.30 
 0.00 , 1568.36 , 1061.79 
 0.00 , 1680.36 , 1138.99 
 0.00 , 1781.60 , 1208.93 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 630.94 , 422.89 
 0.00 , 1189.30 , 801.90 
 0.00 , 1285.78 , 867.85 
 0.00 , 1420.00 , 959.82 
 0.00 , 1488.27 , 1006.71 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3115.01 , 2144.54 
2619.77 , 2335.60 , 4035.12 
 0.00 , 2234.84 , 1523.92 
 0.00 , 1980.93 , 1347.08 
 0.00 , 1498.80 , 1013.94 
 0.00 , 745.70 , 500.42 
 0.00 , 543.20 , 363.75 
 0.00 , 973.91 , 655.16 
 0.00 , 1417.34 , 957.99 
 0.00 , 1725.20 , 1169.95 
 0.00 , 1907.39 , 1296.04 
 0.00 , 1693.14 , 1147.81 
 0.00 , 1749.12 , 1186.47 
 0.00 , 1756.14 , 1191.32 
 0.00 , 1814.31 , 1231.56 
2528.57 ,  0.00 , 2351.57 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 300.51 , 200.71 
 0.00 , 1087.44 , 732.42 
 0.00 , 1230.87 , 830.30 
 0.00 , 1359.43 , 918.29 
 0.00 , 1476.74 , 998.78 
 0.00 , 6282.13 , 4480.00 
 0.00 , 3086.36 , 2124.14 
 0.00 , 1241.74 , 837.73 
 0.00 , 82.99 , 55.30 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
2661.74 ,  0.00 , 2475.42 
 0.00 ,  0.00 ,  0.00 
 0.00 , 548.22 , 367.12 
 0.00 , 987.46 , 664.37 
 0.00 , 1109.80 , 747.66 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 , 427.11 , 285.65 
 0.00 , 804.04 , 539.91 
 0.00 , 885.78 , 595.31 
 0.00 , 6282.13 , 4480.00 
 0.00 , 2455.11 , 1678.12 
 0.00 , 2296.28 , 1566.86 
 0.00 , 2136.94 , 1455.62 
2572.39 , 1658.75 , 3518.53 
 0.00 , 1367.46 , 923.79 
 0.00 , 1289.53 , 870.41 
 0.00 , 1116.36 , 752.13 
 0.00 , 508.37 , 340.30 
 0.00 , 339.14 , 226.60 
 0.00 , 969.16 , 651.93 
 0.00 , 1324.41 , 894.29 
 0.00 , 1189.93 , 802.33 
 0.00 , 1250.69 , 843.85 
 0.00 , 1311.53 , 885.47 
 0.00 , 1373.13 , 927.67 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 
