ProyectoEdificio, c:\proyectoscteycee\ctehe2019\proyectos\ejemploviv_plurif_caldgas\newbdl_ds.xml, zonaD3.bin

AUTONOMO, SIS_EQ1_EQ_ED_AireAire_SF-Defecto
nhFuncionaRef ,0 ,0 ,0 ,0 ,0 ,480 ,496 ,496 ,480 ,0 ,0 ,0
nhFuncionaCal ,744 ,672 ,744 ,720 ,744 ,0 ,0 ,0 ,0 ,744 ,720 ,744
nhCortaRef ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
nhCortaCal ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1
QRefSen ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,24808.895 ,89291.41 ,114811.516 ,59238.26 ,0.0 ,0.0 ,0.0
QCalSen ,299029.6 ,138827.12 ,99063.95 ,36583.797 ,21761.281 ,0.0 ,0.0 ,0.0 ,0.0 ,1199.9395 ,68671.47 ,288332.97
QRefNoCubierta ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
QCalNoCubierta ,3394.1284 ,1268.7817 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,821.9536
FinESPACIO
  
ESPACIO   , P01_E02
nhFuncionaRef ,0 ,0 ,0 ,0 ,0 ,480 ,496 ,496 ,480 ,0 ,0 ,0
nhFuncionaCal ,744 ,672 ,744 ,720 ,744 ,0 ,0 ,0 ,0 ,744 ,720 ,744
nhCortaRef ,0 ,0 ,0 ,0 ,0 ,0 ,62 ,37 ,32 ,0 ,0 ,0
nhCortaCal ,680 ,671 ,633 ,261 ,137 ,0 ,0 ,0 ,0 ,12 ,505 ,744
QRefSen ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
QCalSen ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0
QRefNoCubierta ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15681.105 ,11294.1 ,6785.186 ,0.0 ,0.0 ,0.0
QCalNoCubierta ,188738.88 ,135708.98 ,99153.38 ,35485.1 ,14600.946 ,0.0 ,0.0 ,0.0 ,0.0 ,4266.046 ,105865.84 ,185889.66
FinESPACIO
  
ESPACIO   , P01_E03
