CALDERA,CALDERA,CALDERA,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF,AUTONOMOSF
SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS2_EQ2_EQ_Caldera-Biomasa-Defecto,SIS_EQ1_EQ_ED_AireAire_SF-Defecto,SIS_EQ1_EQ_ED_AireAire_SF-Defecto,SIS1_EQ2_EQ_ED_AireAire_SF-Defecto,SIS1_EQ2_EQ_ED_AireAire_SF-Defecto,SIS3_EQ1_EQ_ED_AireAire_SF-Defecto,SIS3_EQ1_EQ_ED_AireAire_SF-Defecto
ConsumoACS,ConsumoCAL,Energía Suministrada,conRef,potTotRef,conRef,potTotRef,conRef,potTotRef
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Energía Suministrada en W,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para refrigeración
Biomasa densificada (pelets),Biomasa densificada (pelets),Biomasa densificada (pelets),Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad
492.29 ,  0.00 , 393.83 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
492.29 ,  0.00 , 393.83 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
393.83 ,  0.00 , 315.07 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
295.37 ,  0.00 , 236.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
393.83 ,  0.00 , 315.07 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
393.83 ,  0.00 , 315.07 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
492.29 ,  0.00 , 393.83 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
689.21 ,  0.00 , 551.36 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
590.75 ,  0.00 , 472.60 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
590.75 ,  0.00 , 472.60 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
492.29 ,  0.00 , 393.83 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
492.29 ,  0.00 , 393.83 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 , 1925.30 , 1962.10 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 , 1268.50 , 1318.33 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 , 232.51 , 710.68 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 , 113.85 , 559.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  2.25 , 495.88 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 , 330.68 , 1014.71 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 , 205.56 , 695.13 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 , 151.32 , 663.90 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 , 99.18 , 551.48 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 ,  0.00 , 824.32 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 , 11.83 , 831.09 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 , 58.80 , 610.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 , 37.53 , 598.53 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 , 30.35 , 511.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 , 15.58 , 503.52 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  6.73 , 416.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 ,  0.00 , 824.32 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 ,  0.00 , 824.32 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 ,  0.00 , 824.32 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 ,  0.00 , 824.32 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
103.04 ,  0.00 , 82.43 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
1030.40 ,  0.00 , 824.32 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
721.28 ,  0.00 , 577.02 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
618.24 ,  0.00 , 494.59 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
515.20 ,  0.00 , 412.16 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.12 ,  0.00 , 247.30 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.16 ,  0.00 , 329.73 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
